property_name,link,society,price,bedRoom,bathroom,balcony,additionalRoom,facing,description,furnishDetails,rating,property_id,area_type,area_sqft,area_sqm,floor,total_floors,floor_category,is_high_rise,construction_status,age_0_to_1,age_1_to_5,age_5_to_10,age_10_plus,expected_possession_date,sector_number,loc_gurgaon,loc_gurugram,loc_delhi,loc_dwarka,loc_manesar,has_hospital,has_bank,has_gurgaon,has_school,has_sector,has_station,has_clinic,has_international,has_park,has_airport,has_road,has_mall,has_atm,has_gandhi,has_indira,has_centre,has_metro,has_university,has_gurugram,has_dwarka,has_dr,has_expressway,has_golf,has_hdfc,has_railway,has_sohna,has_dental,has_public,has_course,has_delhi,has_institute,has_rd,has_manesar,has_india,has_trampoline,has_skyjumper,has_icici,has_petrol,has_inn,has_pump,has_care,has_hotel,has_huda,has_technology,has_dpg,has_mandir,has_business,has_imt,has_intl,has_state,has_maternity,has_water,has_security,has_lift,has_maintenance,has_facility,has_parking,has_fire_safety,has_storage,has_gym_fitness,has_club_house,has_feng_shui,has_swimming_pool,has_shopping,has_rain_harvesting,has_waste_disposal,has_internet,has_natural_light,has_water_treatment,has_drainage,has_large_rooms,has_piped_gas,has_high_ceiling,has_separate_servant_entry
2 BHK Flat in Sector-33 Sohna,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-godrej-nature-plus-sector-33-sohna-gurgaon-1385-sq-ft-r1-spid-H66348120,Godrej Nature Plus,125.0,2.0,2.0,3.0,,,"This beautiful 2 bhk flat in sector-33 sohna, gurgaon is situated in godrej nature plus, one of the popular residential society in gurgaon. The flat is over 1385 sq.Ft. Carpet area and comes with 2 bedroom(s), 2 bathrooms and more than 3 balconies. The flat has a total of 22 floors and this property is situated on 15th floor. This residential flat is currently under construction and you can expect the possession of the same within 6 months.",[],,H66348120,Carpet area,1385.0,128.67,15.0,22.0,high,1,under_construction,0,0,0,0,,,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2 BHK Flat in Sector 77 Gurgaon,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-umang-winter-hills-sector-77-gurgaon-1340-sq-ft-r2-spid-W61214098,Umang Winter Hills3.9 ★,100.0,2.0,2.0,2.0,,,Internal park facing property and have best layout design. Unused fresh flat.,,"['Green Area5 out of 5', 'Construction5 out of 5', 'Management4 out of 5', 'Amenities4.5 out of 5', 'Connectivity4.5 out of 5']",W61214098,Carpet area,1340.0,124.49,3.0,18.0,low,1,ready,1,0,0,0,,77.0,1,0,0,0,0,1,0,1,1,0,0,0,1,1,1,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
3 BHK Flat in Sector 89 A Gurgaon,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-vatika-seven-elements-sector-89-a-gurgaon-1960-sq-ft-r2-spid-L61578164,Vatika Seven Elements,160.0,3.0,3.0,3.0,,,Residential apartment for sell.Located on 5th floor out of the 12 located in sector-89 a gurgaon.It is a unfurnished property.The property has 3 bedrooms with 3 bathrooms .Available at an expected price of rs 16000000.The property comes with a good construction quality which ages 0-1 years old property,,,L61578164,Super Built up area ,1960.0,182.09,5.0,12.0,mid,0,ready,1,0,0,0,,89.0,1,0,0,0,0,1,0,0,1,0,1,0,1,1,1,1,1,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
4 BHK Flat in Sector 95 Gurgaon,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-siddhartha-apartment-sector-95-gurgaon-2542-sq-ft-r2-spid-A59296758,Siddhartha Apartment,110.00000000000001,4.0,3.0,3.0,"Servant Room,Others",North,Only two flats on each floor makes it open from three sides. Very good view from all three balconies and kitchen window. 4 b/r 3 bathrooms ( +servant room with toilet). Master bedroom with wooden flooring.,,"['Environment4 out of 5', 'Lifestyle4.5 out of 5', 'Connectivity4 out of 5', 'Safety4.5 out of 5']",A59296758,Carpet area,2542.0,236.16,9.0,10.0,high,0,ready,0,1,0,0,,95.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3 BHK Flat in Sector 92 Gurgaon,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-dlf-garden-city-floors-sector-92-gurgaon-1630-sq-ft-spid-U69167798,DLF Garden City Floors,170.0,3.0,4.0,2.0,,,"We are the proud owners of this 3 bhk apartment available in dlf garden city floors, sector 92 gurgaon, gurgaon. This it is a and the unit is located on 1st floor and has a super built-Up area of 1630 sq.Ft. . It has 4 bathroom(s) and 2 balcony(s). The ownership is freehold type.",[],"['Environment5 out of 5', 'Lifestyle4 out of 5', 'Connectivity4 out of 5', 'Safety3 out of 5']",U69167798,Super Built up area ,1630.0,151.43,1.0,4.0,low,0,future_possession,0,0,0,0,2024-12-01,92.0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,1,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4 BHK Flat in Sector 76 Gurgaon,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-corona-gracieux-sector-76-gurgaon-2650-sq-ft-spid-M69166004,Corona Gracieux,146.0,4.0,6.0,3.0,Servant Room,,"Bed rooms are specious, having a class security in society. Its a thirteen floor big property. Being on eight floor it would be cooler during northern summers. The society is really beautiful.",,,M69166004,Super Built up area ,2650.0,246.19,8.0,13.0,mid,0,ready,1,0,0,0,,76.0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
2 BHK Flat in Sector 63A Gurgaon,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-signature-global-city-63a-sector-63-a-gurgaon-1081-sq-ft-spid-G69165782,Signature Global City 63A,165.0,2.0,2.0,2.0,,,It's a 2bhk in a popular area (Adjoining humongous builders like birla and dlf).,"['1 Wardrobe', '1 Fan', '1 Light', '1 AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Geyser', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Environment4 out of 5', 'Lifestyle4 out of 5', 'Connectivity4 out of 5', 'Safety5 out of 5']",G69165782,Super Built up area ,1081.0,100.43,1.0,4.0,low,0,future_possession,0,0,0,0,2024-10-01,63.0,1,0,0,0,0,1,0,0,1,1,1,0,1,0,1,1,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3 BHK Flat in Sector 88A Gurgaon,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-godrej-oasis-sector-88-a-gurgaon-1333-sq-ft-r14-spid-N33894215,Godrej Oasis3.9 ★,265.0,3.0,3.0,3.0,,,"Semi-Furnished residential apartment with 3 bedrooms & 1 servant room and 4 bathrooms located in sector-88a gurgaon. Situated on the 10th floor of a 15-Floor building, this freehold property boasts good construction quality. Enjoy amenities such as feng shui/vaastu compliance, intercom facility, lift, swimming pool, park, security personnel, maintenance staff, piped gas, internet/wi-Fi connectivity, club house/community center, fitness center/gym, and rainwater harvesting. The apartment features 5 balconies and offers a stunning view of the swimming pool. Don't miss this opportunity!","['1 Exhaust Fan', '1 Stove', '1 Light', '1 AC', '1 Chimney', 'No Bed', 'No Curtains', 'No Dining Table', 'No Fan', 'No Geyser', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']","['Green Area5 out of 5', 'Construction4.5 out of 5', 'Management4.5 out of 5', 'Amenities5 out of 5', 'Connectivity4.5 out of 5']",N33894215,Carpet area,124.0,,10.0,15.0,high,1,ready,1,0,0,0,,88.0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0,0,1
1 BHK Flat in Sector 103 Gurgaon,https://www.99acres.com/1-bhk-bedroom-apartment-flat-for-sale-in-signature-global-grand-iva-sector-103-gurgaon-362-sq-ft-spid-U69157442,Signature Global Grand IVA3.9 ★,30.0,1.0,2.0,2.0,,,Residential apartment for sell.Located on 5th floor out of the 14 located in sector 103 gurgaon.The property has 1 bedroom with 2 bathrooms .Available at an expected price of rs 3000000.The property comes with a good construction quality which ages 0-1 years old property,[],"['Green Area5 out of 5', 'Construction5 out of 5', 'Management4 out of 5', 'Amenities5 out of 5', 'Connectivity4 out of 5']",U69157442,Carpet area,361.0,33.62,5.0,14.0,mid,0,ready,1,0,0,0,,103.0,1,0,0,0,0,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
3 BHK Flat in Sector 104 Gurgaon,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-zara-aavaas-sector-104-gurgaon-763-sq-ft-spid-X69156292,Zara Aavaas,65.0,3.0,2.0,2.0,,,"Near to gurugram railway station, school, hospital, public transport on walking distance.",[],"['Environment4 out of 5', 'Lifestyle4 out of 5', 'Connectivity4 out of 5', 'Safety4 out of 5']",X69156292,Carpet area,763.0,70.89,7.0,11.0,mid,0,future_possession,0,0,0,0,,104.0,1,0,0,0,0,1,0,1,1,0,0,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
3 BHK Flat in Sector 61 Gurgaon,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-smart-world-orchard-sector-61-gurgaon-1630-sq-ft-r1-spid-S66339050,Smart World Orchard,257.0,3.0,3.0,2.0,Study Room,North-East,"This beautiful 3 bhk flat in sector-61 gurgaon is situated in smart world orchard, one of the popular residential society in gurgaon. Constructed on a carpet area of 1630 sq.Ft., the flat comprises 3 bedroom(s), 3 bathrooms and 2 balconies. The residential building has 4 floors in total and the flat for sale is located on the 3rd floor. This residential flat is currently under construction and you can expect the possession of the same within 6 months.","['3 AC', '1 Chimney', '1 Modular Kitchen', '1 TV', 'No Bed', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Fan', 'No Geyser', 'No Light', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']",,S66339050,Carpet area,1630.0,151.43,3.0,4.0,high,0,under_construction,0,0,0,0,,61.0,1,0,0,0,0,1,0,1,1,1,1,0,1,0,1,1,1,0,1,1,0,1,1,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2 BHK Flat in Sector 92 Gurgaon,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-signature-global-city-92-sector-92-gurgaon-1010-sq-ft-spid-C69153300,Signature Global City 92,78.0,2.0,2.0,3.0,Others,,Under construction flat for sale in signature global city 92 2 at much lesser price than builder. Only 78 lakhs all inclusive. Unit is bang on 24 mtr road.,"['1 Fan', '1 Light', '3 AC', '1 Modular Kitchen', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Geyser', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']","['Environment5 out of 5', 'Lifestyle4 out of 5', 'Connectivity4 out of 5', 'Safety3 out of 5']",C69153300,Super Built up area ,1010.0,93.83,2.0,4.0,mid,0,future_possession,0,0,0,0,2025-08-01,92.0,1,0,0,0,0,1,0,0,1,1,0,0,1,1,1,1,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2 BHK Flat in Sector 95 Gurgaon,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-ramsons-kshitij-sector-95-gurgaon-767-sq-ft-r2-spid-N62052196,Ramsons Kshitij3.7 ★,33.0,2.0,2.0,1.0,Others,South,Corner flat with private balcony. The property is fully rented at present and new owner shall start getting rent immediately,"['2 Bed', '1 Wardrobe', '3 Fan', '1 Exhaust Fan', '1 Geyser', '5 Light', '1 Modular Kitchen', 'No AC', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Green Area4 out of 5', 'Construction4 out of 5', 'Management3.5 out of 5', 'Amenities4 out of 5', 'Connectivity5 out of 5']",N62052196,Super Built up area ,767.0,71.26,14.0,14.0,high,0,ready,1,0,0,0,,95.0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
2 BHK Flat in Sector-33 Sohna,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-eldeco-accolade-sector-33-sohna-gurgaon-1492-sq-ft-spid-X69152560,Eldeco Accolade3.8 ★,120.0,2.0,2.0,2.0,,,Best in class property available at sohna location in gurgaon,,"['Green Area5 out of 5', 'Construction4.5 out of 5', 'Management4 out of 5', 'Amenities5 out of 5', 'Connectivity3.5 out of 5']",X69152560,Built Up area,1492.0,138.61,,15.0,unknown,1,future_possession,0,0,0,0,,,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3 BHK Flat in Ashok Vihar Phase 2,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-ashok-vihar-phase-2-gurgaon-900-sq-ft-r1-spid-U66576982,om appartments,40.0,3.0,2.0,1.0,,,"We are the proud owners of this 3 bhk apartment available in om appartments, ashok vihar phase 2, gurgaon. This unfurnished apartment it is a and the unit is located on 3rd floor and has a carpet area of 900 sq.Ft. . It has 2 bathroom(s) and 1 balcony(s). The ownership is freehold type.",,"['Environment3 out of 5', 'Lifestyle4 out of 5', 'Connectivity4.5 out of 5', 'Safety4 out of 5']",U66576982,Carpet area,900.0,83.61,3.0,4.0,high,0,ready,0,1,0,0,,,1,0,0,0,0,1,1,1,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2 BHK Flat in Patel Nagar,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-patel-nagar-gurgaon-770-sq-ft-spid-L69151724,the pearl apartmen,43.0,2.0,2.0,1.0,,,"This lovely 2 bhk apartment/flat in patel nagar is available for sale in one of gurgaon's most popular projects, the pearl apartmen. Containing 2 bedroom(s), 2 bathrooms and 1 balcony, this flat is spread over a carpet area of 770 sq.Ft. The residential building has 4 floors in total and the flat for sale is located on the 2nd floor. As the project is already ready to move, so you can easily move into this 1-5 years old property.","['2 Wardrobe', '3 Fan', '1 Exhaust Fan', '12 Light', '1 Modular Kitchen', '5 Curtains', 'No AC', 'No Bed', 'No Chimney', 'No Dining Table', 'No Geyser', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Environment4 out of 5', 'Lifestyle4 out of 5', 'Connectivity4.5 out of 5', 'Safety4 out of 5']",L69151724,Carpet area,770.0,71.54,2.0,4.0,mid,0,ready,0,1,0,0,,,1,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,1,0,1,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4 BHK Flat in Sector 81 Gurgaon,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-bestech-park-view-grand-spa-sector-81-gurgaon-4200-sq-ft-spid-J69142214,Bestech Park View Grand Spa4.3 ★,450.0,4.0,6.0,3.0,Servant Room,,"The biggest apartment of new gurgaon in sector 81 prime location, connected with nh-48 & dwarka expressway.Elite class residents like ceo, cfo, pilots etc
Spacious 4bhk,family lounge, servant room.Pool facing unit.","['6 Fan', '1 Exhaust Fan', '6 Light', '8 AC', '1 Chimney', '1 Modular Kitchen', '4 Wardrobe', 'No Bed', 'No Curtains', 'No Dining Table', 'No Geyser', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Green Area5 out of 5', 'Construction5 out of 5', 'Management5 out of 5', 'Amenities5 out of 5', 'Connectivity5 out of 5']",J69142214,Super Built up area ,4200.0,390.19,17.0,33.0,mid,1,ready,0,1,0,0,,81.0,1,0,0,0,0,1,0,1,1,0,0,0,1,1,1,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2 BHK Flat in Sector 107 Gurgaon,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-signature-global-solera-sector-107-gurgaon-650-sq-ft-spid-Q69135694,Signature Global Solera3.7 ★,38.0,2.0,2.0,2.0,,East,"Park facing, corner flat near to gate, modular kitchen, wooden almirahs, washroom cupboards n storage wooden almirah in both washroom","['1 Water Purifier', '1 Fan', '1 Fridge', '1 Exhaust Fan', '1 Dining Table', '1 Light', '1 AC', '1 Modular Kitchen', '1 Chimney', '1 Curtains', '1 Wardrobe', 'No Bed', 'No Geyser', 'No Microwave', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine']","['Green Area4.5 out of 5', 'Construction4.5 out of 5', 'Management4 out of 5', 'Amenities4 out of 5', 'Connectivity3 out of 5']",Q69135694,Super Built up area ,650.0,60.39,3.0,14.0,low,0,ready,0,1,0,0,,107.0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,1,0,1,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2 BHK Flat in Sector 36A Gurgaon,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-avl-36-gurgaon-sector-36-a-gurgaon-1000-sq-ft-spid-C69135414,AVL 36 Gurgaon3.7 ★,75.0,2.0,2.0,2.0,,North-East,"This 2 bhk flat is located in avl 36 gurgaon, which houses some of the most spacious flats in sector 36a gurgaon. The floor plan additionally contains 2 bedroom(s), 2 bathrooms and 2 balconies. All in all, the flat is spread over a super built up area of 1000 sq.Ft. The residential building has 10 floors in total and the flat for sale is located on the 5th floor. This 1-5 years old property is available for immediate possession as the project is ready to move.","['1 Wardrobe', '3 Fan', '6 Light', '1 Modular Kitchen', '3 Curtains', 'No AC', 'No Bed', 'No Chimney', 'No Dining Table', 'No Exhaust Fan', 'No Geyser', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Green Area4.5 out of 5', 'Construction4 out of 5', 'Management4 out of 5', 'Amenities4 out of 5', 'Connectivity2.5 out of 5']",C69135414,Super Built up area ,1000.0,92.9,5.0,10.0,mid,0,ready,0,1,0,0,,36.0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3 BHK Flat in Sector 113 Gurgaon,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-tata-gurgaon-gateway-sector-113-gurgaon-2520-sq-ft-spid-X69133318,Tata Gurgaon Gateway3.8 ★,321.0,3.0,3.0,3.0,,,"Best mid floor, inner pool view, north east facing property.20 lacs worth of interiors completed.Only direct serious buyers contact.",,"['Green Area4.5 out of 5', 'Construction4.5 out of 5', 'Management4 out of 5', 'Amenities5 out of 5', 'Connectivity3.5 out of 5']",X69133318,Super Built up area ,2520.0,234.12,9.0,24.0,mid,1,ready,1,0,0,0,,113.0,1,0,0,0,0,1,0,1,1,1,1,0,1,1,1,0,1,0,1,1,0,1,1,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2 BHK Flat in Sohna,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-breez-global-hill-view-sohna-gurgaon-554-sq-ft-spid-T69132466,Breez Global Hill View,35.0,2.0,2.0,2.0,,West,Property is on 14th floor and look towards aravali hills. Clean and fresh house. All electric fittings done. Newly constructed.,[],"['Environment4 out of 5', 'Lifestyle4 out of 5', 'Connectivity5 out of 5', 'Safety4 out of 5']",T69132466,Carpet area,554.0,51.48,14.0,19.0,high,1,ready,1,0,0,0,,,1,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2 BHK Flat in Sector 78 Gurgaon,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-umang-monsoon-breeze-sector-78-gurgaon-1239-sq-ft-spid-M69132144,Umang Monsoon Breeze,75.0,2.0,2.0,1.0,,East,Best in class property available at sector 78 location in gurgaon,,"['Environment4 out of 5', 'Lifestyle4 out of 5', 'Connectivity5 out of 5', 'Safety4 out of 5']",M69132144,Built Up area,1239.0,115.11,5.0,5.0,high,0,future_possession,0,0,0,0,,78.0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4 BHK Flat in Sector 92 Gurgaon,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-sare-green-parc-phase-3-sector-92-gurgaon-1956-sq-ft-spid-G69127412,Sare Green ParC Phase 3,95.0,4.0,3.0,3.0,,North,"Ready to move in property.
Health and education amenities are in close proximity.",,"['Environment5 out of 5', 'Lifestyle4 out of 5', 'Connectivity4 out of 5', 'Safety3 out of 5']",G69127412,Super Built up area ,1956.0,181.72,4.0,19.0,low,1,ready,0,0,1,0,,92.0,1,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,0,0,1,1,0,1,1,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
3 BHK Flat in Sector 81 Gurgaon,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-sector-81-gurgaon-1780-sq-ft-spid-L69125934,Lavanya Apartments,90.0,3.0,3.0,,,,Best in class property available at sector 81 location in gurgaon,"['1 Light', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Fan', 'No Geyser', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']","['Environment4.5 out of 5', 'Lifestyle4 out of 5', 'Connectivity3.5 out of 5', 'Safety4.5 out of 5']",L69125934,Built Up area,1780.0,165.37,7.0,7.0,high,0,future_possession,0,0,0,0,,81.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2 BHK Flat in Sector 93 Gurgaon,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-signature-global-orchard-avenue-sector-93-gurgaon-597-sq-ft-spid-K69125930,Signature Global Orchard Avenue3.6 ★,85.0,2.0,2.0,,,,Best in class property available at sector 93 location in gurgaon,"['1 Light', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Fan', 'No Geyser', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']","['Green Area4 out of 5', 'Construction4 out of 5', 'Management4 out of 5', 'Amenities4 out of 5', 'Connectivity5 out of 5']",K69125930,Built Up area,597.0,55.46,10.0,10.0,high,0,future_possession,0,0,0,0,,93.0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
